#,Categorie,Secteur,Ville,Nom,Adresse,Telephone,Email,Site?,Email?,Note,Nb Avis,Gamme Prix,Services,Nb Photos,Horaires,Editorial,Types Google,URL Maps,Citation Neg,Points Forts,Probleme,Accroche Email,Statut,1er contact,Relance 1,Relance 2,Relance 3,RDV,Call booke,Notes
113,Commerce,Epicerie,Nantes,Épicerie du Ciel,"6 Rue Léon Blum, 44000 Nantes, France",07 51 02 27 32,,NON,NON,4.4,33,,livraison,5,"lundi: Fermé | mardi: 12:00 – 14:45, 18:00 – 02:00 | mercredi: 12:00 – 14:45, 18:00 – 02:00 | jeudi: 12:00 – 14:45, 18:00 – 02:00 | vendredi: 12:00 – 14:45, 18:00 – 02:00 | samedi: 14:00 – 02:00 | dimanche: Fermé",,"grocery_or_supermarket, store",https://maps.google.com/?cid=14651221930874761094,"Assez mitigé...
Nous avions pris 2 assiettes d'accras et la quantité reste à désirer. La qualité du produit est incroyable, c'est délicieux. mais la quantité est difficile à accepter pour 8€.
Nous pen | J’ai passer la commande aux téléphone elle me dit de passer dans 30 minutes et 30 minutes après je viens elle me dit d’attendre 30 minutes encore dégoûté je lui dit que c’est trop long pour moi elle m",conseil,difficile a joindre par telephone,"Un de vos clients sur Google signale que c'est difficile a joindre par telephone. Un d'eux a meme ecrit : ""J’ai passer la commande aux téléphone elle me dit de passer dans 30 minutes et 30 minutes après je viens elle me dit d’attendre 30"" C'est frustrant, surtout quand on a besoin d'un renseignement ou d'un devis urgent. La solution : un formulaire de contact en ligne disponible 24h/24.",A contacter,,,,,,,
114,Commerce,Epicerie,Nantes,Vietnems - Épicerie et traiteur asiatique,"41 Chau. de la Madeleine, 44000 Nantes, France",06 38 67 99 41,,NON,NON,3.6,39,,livraison,8,lundi: 11:00 – 20:30 | mardi: 11:00 – 20:30 | mercredi: 11:00 – 20:30 | jeudi: 11:00 – 20:30 | vendredi: 11:00 – 20:30 | samedi: Fermé | dimanche: 00:00 – 20:30,,"grocery_or_supermarket, store",https://maps.google.com/?cid=3312742624859351747,"Cuisine très bonne.

Attention à l'affichage des prix. J'ai commandé sur place mais j'ai du payer plus cher que ce qu'il y avait d'affiché. Aucune mention d'un prix plus élevé si l'on mangeait sur pla","accueil, excellent, maison",les clients ne trouvent pas vos tarifs avant de vous contacter,"Un de vos clients sur Google signale que c'est les clients ne trouvent pas vos tarifs avant de vous contacter. Un d'eux a meme ecrit : ""Attention à l'affichage des prix"" C'est frustrant, ce qui fait fuir ceux qui veulent juste une idee du budget. La solution : une page tarifs claire qui pre-qualifie vos clients.",A contacter,,,,,,,
115,Commerce,Epicerie,Nantes,Shop la grace,"64 Rte de la Chapelle-sur-Erdre, 44300 Nantes, France",07 58 59 73 20,,NON,NON,3.0,23,,livraison,9,lundi: 10:00 – 23:00 | mardi: 10:00 – 23:00 | mercredi: 10:00 – 23:00 | jeudi: 10:00 – 23:00 | vendredi: 10:00 – 23:00 | samedi: 10:00 – 23:00 | dimanche: 10:00 – 21:30,,store,https://maps.google.com/?cid=12728057698676504365,"Quand on rentre sa sent l'odeur de moisie rien et frais même au frigo
Le personel Très désagréable a fuir de toute urgence
Je ne comprends pas pourquoi il y a pas de service d'hygiène pour faire une p | Point relais à fuir absolument… impossible de récupérer mon colis après plusieurs tentatives… je suis venue une 1ere fois un dimanche, on me dit qu’il faut venir du lundi au samedi de 11h à 18h, ce qu","accueil, top",peu d'avis Google,"Vous n'avez que 5 avis sur Google. Vos concurrents en ont souvent 10x plus. Sans site web, vous etes invisible pour les gens qui cherchent votre activite.",A contacter,,,,,,,
116,Commerce,Epicerie,Nantes,Cadix épicerie Nantes,"37 Rue Paul Painlevé, 44000 Nantes, France",06 95 51 38 81,,NON,NON,4.1,18,,,10,lundi: 10:00 – 21:00 | mardi: 10:00 – 21:00 | mercredi: 10:00 – 21:00 | jeudi: 10:00 – 21:00 | vendredi: 10:00 – 21:00 | samedi: 12:00 – 22:00 | dimanche: 12:00 – 22:00,,"grocery_or_supermarket, store",https://maps.google.com/?cid=15268444703952931805,"Vide même pas les produits de base | Mauvais accueil. Nouveau magasin qui heurte l'atmosphère familiale du quartier, je déconseille vivement.
Je suis assez surpris des autres commentaires.","accueil, sympathique, disponible",peu d'avis Google,"Vous n'avez que 5 avis sur Google. Vos concurrents en ont souvent 10x plus. Sans site web, vous etes invisible pour les gens qui cherchent votre activite.",A contacter,,,,,,,
117,Restauration,Pizzeria,Montpellier,Pizza Mario près d’arène,"Av. du Mas d'Argelliers, 34000 Montpellier, France",07 56 94 98 44,,NON,NON,4.4,59,,,3,lundi: Fermé | mardi: Fermé | mercredi: Fermé | jeudi: 18:30 – 05:00 | vendredi: 18:30 – 05:30 | samedi: 18:30 – 05:30 | dimanche: 18:30 – 05:00,,"meal_takeaway, restaurant",https://maps.google.com/?cid=18315026075029484363,"Quand je vois la note globale j’ai un peu de mal à y croire, on a commander 4 pizzas toute avec une saveur différentes quand on est rentré on s’est même demander si il n’y avais pas une erreur de comm","accueil, chaleureux, rapide",peu d'avis Google,"Vous n'avez que 5 avis sur Google. Vos concurrents en ont souvent 10x plus. Sans site web, vous etes invisible pour les gens qui cherchent votre activite.",A contacter,,,,,,,
118,Restauration,Pizzeria,Montpellier,Pizza Ross,"14 Pl. de la Comédie, 34000 Montpellier, France",06 66 58 27 66,,NON,NON,4.4,200,,"livraison, a emporter, sur place, vegetarien, dejeuner, diner",10,lundi: 11:00 – 00:00 | mardi: 11:00 – 00:00 | mercredi: 11:00 – 00:00 | jeudi: 11:00 – 00:00 | vendredi: 11:00 – 00:00 | samedi: 11:00 – 01:00 | dimanche: 11:00 – 01:00,,"meal_delivery, meal_takeaway, restaurant",https://maps.google.com/?cid=161310334350826914,"Assez déçu de la garniture pour une pizza à plus de 10 euros, des croûtes au milieu de la pizza et très peu de fromage, champignons et sauce tomate. Habituellement elle sont mieux garnie","accueil, professionnel, qualite",peu d'avis Google,"Vous n'avez que 5 avis sur Google. Vos concurrents en ont souvent 10x plus. Sans site web, vous etes invisible pour les gens qui cherchent votre activite.",A contacter,,,,,,,
119,Restauration,Pizzeria,Montpellier,🇮🇹🍕Rosa Italian - Pizza & Pasta - Hall All Food Montpellier Prêt d’arènes,"All Food à gauche du Intermarché, 504 Av. du Mas d'Argelliers, 34070 Montpellier, France",07 66 28 31 10,,NON,NON,4.6,18,,"a emporter, sur place, PMR",10,lundi: 11:30 – 00:00 | mardi: 11:30 – 00:00 | mercredi: 11:30 – 00:00 | jeudi: 11:30 – 00:00 | vendredi: 11:30 – 01:00 | samedi: 11:30 – 01:00 | dimanche: 11:30 – 23:00,,restaurant,https://maps.google.com/?cid=3324479731020152285,"Je trouvais bizarre que ce soit déjà froid après 10 minutes de trajet. J’aurais dû vérifier sur place, j’ai cru manger une pizza qui datait de plusieurs heures, aucune saveur. Je n’y retournerai pas.","accueil, excellent, chaleureux",peu d'avis Google,"Vous n'avez que 5 avis sur Google. Vos concurrents en ont souvent 10x plus. Sans site web, vous etes invisible pour les gens qui cherchent votre activite.",A contacter,,,,,,,
120,Restauration,Kebab,Montpellier,Crousty snack,"50 Rue Henri René, 34000 Montpellier, France",06 87 06 03 25,,NON,NON,4.3,197,,"livraison, a emporter, sur place, vegetarien, dejeuner, diner, PMR",10,lundi: 20:00 – 05:00 | mardi: Fermé | mercredi: 20:00 – 05:30 | jeudi: 20:00 – 05:30 | vendredi: 20:00 – 05:30 | samedi: 20:00 – 05:30 | dimanche: 20:00 – 05:30,,restaurant,https://maps.google.com/?cid=10857796347974048682,"🤮🤮 Franchement si vous tenez à votre transite ne manger pas ici . C’est infecte!

Nous avons commandé hier soir pour toute la famille aujourd’hui nous sommes tous malade. Le tacos viande haché est en  | Point positif c’est ouvert la nuit, c’est bon sans plus le personnel est sympathique","frais, qualite, delicieux",vos horaires sont introuvables ou incorrects en ligne,"Un de vos clients sur Google signale que c'est vos horaires sont introuvables ou incorrects en ligne. Un d'eux a meme ecrit : ""Point positif c’est ouvert la nuit, c’est bon sans plus le personnel est sympathique"" C'est frustrant, et vos clients se deplacent pour rien. La solution : un site avec vos horaires toujours a jour.",A contacter,,,,,,,
121,Restauration,Kebab,Montpellier,GRILL HOUSE comédie,"13 Rue de Maguelone, 34000 Montpellier, France",06 59 78 25 09,,NON,NON,4.0,495,,"livraison, a emporter, reservable en ligne, sur place, dejeuner, diner",10,lundi: 09:00 – 02:00 | mardi: 09:00 – 02:00 | mercredi: 09:00 – 02:00 | jeudi: 09:00 – 02:00 | vendredi: 09:00 – 02:00 | samedi: 09:00 – 02:00 | dimanche: 09:00 – 02:00,,restaurant,https://maps.google.com/?cid=2739362144046729184,"La qualité de la nourriture était médiocre. Le Tacos 2 Viandes contenait une viande beaucoup trop sèche et trop cuite, avec des morceaux durs, des nerfs et même une plume ; le goût était désagréable.  | Nouveau concept tu commandes mais tu recuits la viande chez toi.

Nous sommes venus prendre un kebab, la viande sur la broche était mi cuite déjà et lorsque j’ai demandé si la viande a été recuite, la",conseil,les clients ne peuvent pas voir vos realisations avant de vous choisir,"2 de vos clients sur Google se plaignent du meme probleme : les clients ne peuvent pas voir vos realisations avant de vous choisir. Un d'eux a meme ecrit : ""J’ai attendu plus de 20 min avant d’avoir un simple kebab"" C'est frustrant, ce qui vous fait perdre des clients face a des concurrents mieux visibles. La solution : une galerie photo de vos meilleurs travaux.",A contacter,,,,,,,
122,Restauration,Boulangerie,Montpellier,Boulangerie Artisanale MOP,"5 Av. de Lodeve, 34070 Montpellier, France",06 11 42 40 22,,NON,NON,4.2,131,budget,"livraison, a emporter, PMR",10,lundi: 06:30 – 19:30 | mardi: 06:30 – 19:30 | mercredi: 06:30 – 19:30 | jeudi: 06:30 – 19:30 | vendredi: 06:30 – 19:30 | samedi: 06:30 – 19:30 | dimanche: 06:30 – 19:30,,"bakery, store",https://maps.google.com/?cid=13422351025773782143,"Règles d’hygiène à revoir : l’employée prend directement les pizzas avec les mains, les mêmes qu’elle utilise pour manipuler l’argent liquide. Pour couronner le tout, elle est très désagréable : il fa | Je suis très déçu du sandwich. Il est à moitié vide de garniture, celle ci étant disposée sur le bord du sandwich pour fausser l'impression de remplissage. Bon point : le pain au chocolat et le croiss","excellent, accueil, rapide",les clients ne peuvent pas voir vos realisations avant de vous choisir,"Un de vos clients sur Google signale que c'est les clients ne peuvent pas voir vos realisations avant de vous choisir. Un d'eux a meme ecrit : ""Règles d’hygiène à revoir : l’employée prend directement les pizzas avec les mains, les mêmes qu’elle utilise pour manipuler l’arg"" C'est frustrant, ce qui vous fait perdre des clients face a des concurrents mieux visibles. La solution : une galerie photo de vos meilleurs travaux.",A contacter,,,,,,,
123,Restauration,Boulangerie,Montpellier,L’Authentique,"7 Rue du Faubourg de la Saunerie, 34000 Montpellier, France",06 98 20 06 07,,NON,NON,3.8,227,,"a emporter, petit-dej, PMR",10,lundi: 06:30 – 19:30 | mardi: 06:30 – 19:30 | mercredi: 06:30 – 19:30 | jeudi: 06:30 – 19:30 | vendredi: 06:30 – 19:30 | samedi: 06:30 – 19:30 | dimanche: Fermé,,"bakery, store",https://maps.google.com/?cid=13904127314664500580,"Je vous conseille d'éviter cette boulangerie et si jamais vous y allez, comptez bien combien vous devez payer. Aujourd'hui la vendeuse a voulu me faire payer plus et quand je lui ai gentiment montré s | Accueil glacial à plusieurs reprises.  Ce jour était la fois de trop.  J'ai demandé un sac pour transporter mon sandwich que je n'allais pas consommer de suite,la vendeuse a souflé et m'a posé un sac ","rapide, efficace, frais",les clients ne trouvent pas vos tarifs avant de vous contacter,"Un de vos clients sur Google signale que c'est les clients ne trouvent pas vos tarifs avant de vous contacter. Un d'eux a meme ecrit : ""Je vous conseille d'éviter cette boulangerie et si jamais vous y allez, comptez bien combien vous devez payer"" C'est frustrant, ce qui fait fuir ceux qui veulent juste une idee du budget. La solution : une page tarifs claire qui pre-qualifie vos clients.",A contacter,,,,,,,
124,Beaute,Estheticienne,Montpellier,Lux Beauty,"723 Av. du Maréchal Leclerc, 34070 Montpellier, France",06 71 05 03 41,,NON,NON,4.2,76,,,10,lundi: Fermé | mardi: 10:00 – 19:00 | mercredi: 10:00 – 19:00 | jeudi: 10:00 – 19:00 | vendredi: 10:00 – 19:00 | samedi: 10:00 – 19:00 | dimanche: Fermé,,"beauty_salon, hair_care, spa",https://maps.google.com/?cid=2799045216969464027,"Je vous laisse constater le résultat de ma manucure 6 jours après ma venue.
Manucure effectuée par une stagiaire, alors que rdv pris avec Basma. La moindre des choses est de demander à la clientèle so","professionnel, ecoute, accueil",impossible de reserver ou prendre rendez-vous en ligne,"Un de vos clients sur Google signale que c'est impossible de reserver ou prendre rendez-vous en ligne. Un d'eux a meme ecrit : ""Manucure effectuée par une stagiaire, alors que rdv pris avec Basma"" C'est frustrant, surtout le soir ou le week-end quand vous etes ferme. La solution : un systeme de reservation en ligne qui fonctionne meme quand vous dormez.",A contacter,,,,,,,
125,Beaute,Spa Massage,Montpellier,Head Spa & Massage,"5 Rue de la Maréchaussée, 34000 Montpellier, France",07 67 34 21 18,,NON,NON,4.0,10,,,6,lundi: 09:30 – 19:30 | mardi: 09:30 – 19:30 | mercredi: 09:30 – 19:30 | jeudi: Fermé | vendredi: 09:30 – 19:30 | samedi: 09:30 – 19:30 | dimanche: Fermé,,spa,https://maps.google.com/?cid=10338936617312687307,"Ne réponds ni aux appels ni aux sms pour seulement une prise de rdv, et ça depuis plus d’une semaine. ! Impossible aussi de se rendre sur place car institut introuvable … Mon bon cadeau va donc expire | Bonjour, Nous avions pris rendez-vous mais nous n’avons pas trouvé le lieux. Nous avons essayé d’appeler mais nous n’avons pas eu de réponse.

Serait-il possible de nous donner davantage d’information","accueil, propre",impossible de reserver ou prendre rendez-vous en ligne,"2 de vos clients sur Google se plaignent du meme probleme : impossible de reserver ou prendre rendez-vous en ligne. Un d'eux a meme ecrit : ""Ne réponds ni aux appels ni aux sms pour seulement une prise de rdv, et ça depuis plus d’une semaine"" C'est frustrant, surtout le soir ou le week-end quand vous etes ferme. La solution : un systeme de reservation en ligne qui fonctionne meme quand vous dormez.",A contacter,,,,,,,
126,Artisan,Plombier,Montpellier,Plombier Montpellier Pas Cher 24h/24,"494 Rue Léon Blum, 34000 Montpellier, France",07 70 04 09 90,,NON,NON,4.4,50,,PMR,10,lundi: Ouvert 24h/24 | mardi: Ouvert 24h/24 | mercredi: Ouvert 24h/24 | jeudi: Ouvert 24h/24 | vendredi: Ouvert 24h/24 | samedi: Ouvert 24h/24 | dimanche: Ouvert 24h/24,,plumber,https://maps.google.com/?cid=12700541052029991458,"Grosse arnaque
J'avais une fuite au niveau de mon chauffe-eau, mais sans en connaître la cause exacte, en pleine nuit.
J'appelle donc cette entreprise qui me dit que quelqu'un pourra sans doute passer | Nous avons appelé le numéro indiqué mais ce n'est pas cette entreprise qui est intervenue. Nous sommes tombés sur un escroc qui a pris plus de 1000€ pour changer un simple barillet 😡. Soit ce numéro e","efficace, ecoute",les clients ne trouvent pas vos tarifs avant de vous contacter,"3 de vos clients sur Google se plaignent du meme probleme : les clients ne trouvent pas vos tarifs avant de vous contacter. Un d'eux a meme ecrit : ""Alors qu'au téléphone, on m'avait annoncé 180 euros (tarif normal avec le déplacement)"" C'est frustrant, ce qui fait fuir ceux qui veulent juste une idee du budget. La solution : une page tarifs claire qui pre-qualifie vos clients.",A contacter,,,,,,,
127,Artisan,Peintre,Montpellier,BS PEINTRE/TOITURE :ARTISAN PEINTRE INT/EXT,"74 Rue Jacques Becker, 34070 Montpellier, France",06 12 79 36 74,,NON,NON,4.6,11,,,10,lundi: 07:00 – 20:00 | mardi: 07:00 – 20:00 | mercredi: 07:00 – 20:00 | jeudi: 07:00 – 20:00 | vendredi: 07:00 – 20:00 | samedi: 07:00 – 20:00 | dimanche: Fermé,,painter,https://maps.google.com/?cid=18223315522392272487,"Très déçue...
J'attends depuis 6 mois qu'ils viennent finir de nettoyer, le moins qu'on puisse dire c'est que les finitions de la façade n'ont pas été très soignées.
J'espérai au moins récupérer un pe","professionnel, qualite, conseil",peu d'avis Google,"Vous n'avez que 5 avis sur Google. Vos concurrents en ont souvent 10x plus. Sans site web, vous etes invisible pour les gens qui cherchent votre activite.",A contacter,,,,,,,
